,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
13463,17 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,4601,Subscriber,1986,Male,27.0
13464,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4996,Subscriber,1990,Female,26.0
13465,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,676,Subscriber,1994,Male,27.0
13466,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,4742,Subscriber,1957,Male,26.0
13467,17 minutes,3,Powell St BART Station (Market St at 4th St),375,Grove St at Masonic Ave,5328,Subscriber,1988,Female,29.0
13468,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,4655,Subscriber,1996,Female,27.0
13469,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4735,Subscriber,1968,Male,26.0
13470,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,5055,Subscriber,1986,Male,26.0
13471,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),2857,Subscriber,1953,Male,29.0
13472,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1445,Subscriber,1965,Female,26.0
13473,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4875,Customer,1992,Male,26.0
13474,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4400,Subscriber,1990,Female,27.0
13475,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),78,Folsom St at 9th St,5232,Subscriber,1989,Male,27.0
13476,6 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4409,Subscriber,1982,Female,26.0
13477,4 minutes,16,Steuart St at Market St,323,Broadway at Kearny,4407,Subscriber,1970,Male,26.0
13478,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,4982,Subscriber,1977,Male,27.0
13479,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,2711,Subscriber,1987,Male,26.0
13480,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5050,Customer,1990,Female,26.0
13481,12 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5337,Subscriber,1983,Male,26.0
13482,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5329,Subscriber,1984,Female,26.0
13483,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4397,Subscriber,1995,Male,26.0
13484,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1615,Subscriber,1980,Male,27.0
13485,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3460,Subscriber,1986,Female,26.0
13486,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5342,Subscriber,1992,Male,27.0
13487,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4794,Subscriber,1977,Male,29.0
13488,10 minutes,3,Powell St BART Station (Market St at 4th St),100,Bryant St at 15th St,5494,Subscriber,1993,Male,26.0
13489,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,2003,Subscriber,1990,Male,27.0
13490,6 minutes,81,Berry St at 4th St,321,5th St at Folsom,608,Subscriber,1986,Male,27.0
13491,28 minutes,16,Steuart St at Market St,122,19th St at Mission St,3346,Subscriber,1993,Male,27.0
13492,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5541,Subscriber,1993,Male,26.0
13493,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5260,Subscriber,1985,Male,26.0
13494,11 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,5142,Subscriber,1976,Female,26.0
13495,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,2639,Subscriber,1965,Male,26.0
13496,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3106,Subscriber,1974,Male,26.0
13497,19 minutes,16,Steuart St at Market St,381,20th St at Dolores St,5275,Subscriber,1987,Male,29.0
13498,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),3663,Subscriber,1991,Male,26.0
13499,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5005,Subscriber,1993,Female,27.0
13500,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,4936,Subscriber,1973,Male,29.0
13501,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5487,Subscriber,1965,Male,27.0
13502,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4937,Subscriber,1996,Female,29.0
13503,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,1168,Subscriber,1974,Male,26.0
13504,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5029,Subscriber,1993,Male,26.0
13505,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5487,Subscriber,1985,Male,27.0
13506,7 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5081,Subscriber,1988,Female,26.0
13507,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5163,Subscriber,1995,Male,26.0
13508,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5404,Subscriber,1994,Male,26.0
13509,18 minutes,5,Powell St BART Station (Market St at 5th St),146,30th St at San Jose Ave,6235,Subscriber,1992,Male,26.0
13510,5 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5337,Subscriber,1967,Male,26.0
13511,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5327,Subscriber,1991,Male,29.0
13512,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),124,19th St at Florida St,5418,Subscriber,1978,Male,26.0
13513,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5570,Subscriber,1996,Male,26.0
13514,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,4817,Subscriber,1982,Male,26.0
13515,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4601,Subscriber,1982,Female,27.0
13516,6 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4810,Subscriber,1990,Male,27.0
13517,10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3123,Subscriber,1966,Female,26.0
13518,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,4832,Subscriber,1981,Male,29.0
13519,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5522,Subscriber,1985,Male,26.0
13520,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5356,Subscriber,1993,Male,27.0
13521,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,4453,Subscriber,1990,Female,26.0
13522,15 minutes,81,Berry St at 4th St,127,Valencia St at 21st St,5566,Subscriber,1991,Female,26.0
13523,8 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,4609,Subscriber,1982,Male,27.0
13524,17 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),5230,Subscriber,1985,Male,29.0
13525,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4816,Subscriber,1983,Male,26.0
13526,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5541,Subscriber,1992,Male,26.0
13527,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5051,Subscriber,1972,Male,26.0
13528,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5029,Subscriber,1990,Male,26.0
13529,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4638,Subscriber,1982,Male,26.0
13530,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),134,Valencia St at 24th St,4958,Subscriber,1995,Male,27.0
13531,19 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,1390,Customer,1994,Male,26.0
13532,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4820,Subscriber,1987,Male,29.0
13533,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4970,Subscriber,1992,Male,29.0
13534,12 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,4798,Subscriber,1995,Female,29.0
13535,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5023,Subscriber,1989,Male,26.0
13536,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,4980,Subscriber,1985,Male,29.0
13537,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5405,Subscriber,1972,Male,27.0
13538,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4767,Subscriber,1963,Male,27.0
13539,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4982,Subscriber,1995,Female,27.0
13540,6 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5476,Subscriber,1981,Male,26.0
13541,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2548,Subscriber,1961,Male,26.0
13542,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5487,Subscriber,1954,Male,27.0
13543,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4409,Subscriber,1983,Male,26.0
13544,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3653,Subscriber,1984,Male,26.0
13545,9 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5337,Subscriber,1978,Male,26.0
13546,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5168,Subscriber,1974,Male,27.0
13547,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,5020,Subscriber,1980,Male,26.0
13548,35 minutes,3,Powell St BART Station (Market St at 4th St),361,Mendell St at Fairfax Ave,5031,Subscriber,1987,Female,29.0
13549,5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5327,Subscriber,1979,Male,29.0
13550,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),688,Subscriber,1971,Male,26.0
13551,23 minutes,16,Steuart St at Market St,126,Esprit Park,5528,Subscriber,1989,Female,26.0
13552,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),132,24th St at Chattanooga St,4426,Subscriber,1985,Male,27.0
13553,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,4336,Subscriber,1967,Male,26.0
13554,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,4458,Subscriber,1983,Male,26.0
13555,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5296,Subscriber,1980,Male,29.0
13556,10 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4326,Subscriber,1996,Male,27.0
13557,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5404,Subscriber,1985,Male,26.0
13558,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5260,Subscriber,1987,Male,26.0
13559,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,2977,Subscriber,1990,Female,27.0
13560,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3371,Subscriber,1967,Male,26.0
13561,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3237,Subscriber,1965,Female,29.0
13562,6 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5005,Customer,1978,Male,27.0
13563,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),95,Sanchez St at 15th St,5545,Subscriber,1974,Male,29.0
13564,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),369,Hyde St at Post St,5271,Subscriber,1988,Male,27.0
13565,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4813,Subscriber,1984,Male,27.0
13566,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4972,Subscriber,1988,Female,27.0
13567,15 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,5352,Subscriber,1988,Male,27.0
13568,5 minutes,81,Berry St at 4th St,321,5th St at Folsom,5561,Subscriber,1971,Other,27.0
13569,8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4816,Subscriber,1982,Female,26.0
13570,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,2030,Subscriber,1988,Female,27.0
13571,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5217,Subscriber,1992,Male,27.0
13572,12 minutes,16,Steuart St at Market St,91,Berry St at King St,176,Subscriber,1989,Male,29.0
13573,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5487,Subscriber,1997,Female,27.0
13574,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),56,Koshland Park,5034,Subscriber,1982,Male,26.0
13575,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,5400,Customer,1992,Male,26.0
13576,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5572,Subscriber,1983,Male,26.0
13577,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5141,Subscriber,1951,Male,27.0
13578,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),2663,Subscriber,1982,Male,26.0
13579,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4767,Subscriber,1992,Male,27.0
13580,17 minutes,81,Berry St at 4th St,78,Folsom St at 9th St,5122,Subscriber,1986,Male,29.0
13581,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4968,Subscriber,1993,Male,27.0
13582,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,168,Customer,1972,Male,26.0
13583,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,1466,Subscriber,1998,Female,29.0
13584,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,5296,Subscriber,1982,Female,29.0
13585,17 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5029,Subscriber,1984,Male,26.0
13586,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5441,Subscriber,1974,Female,27.0
13587,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4356,Customer,1977,Male,29.0
13588,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4453,Subscriber,1979,Male,26.0
13589,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5296,Subscriber,1989,Male,29.0
13590,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5168,Subscriber,1988,Male,27.0
13591,7 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,5105,Subscriber,1983,Male,26.0
13592,6 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,Subscriber,1979,Male,26.0
13593,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5297,Subscriber,1979,Female,26.0
13594,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5038,Subscriber,1991,Female,26.0
13595,3 minutes,81,Berry St at 4th St,79,7th St at Brannan St,4315,Subscriber,1981,Male,27.0
13596,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5034,Subscriber,1972,Male,26.0
13597,9 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5288,Subscriber,1984,Male,27.0
13598,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5405,Subscriber,1993,Male,27.0
13599,8 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5036,Customer,1988,Male,27.0
13600,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4838,Subscriber,1995,Male,26.0
13601,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4806,Subscriber,1981,Male,26.0
13602,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4654,Subscriber,1983,Male,27.0
13603,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5283,Subscriber,1977,Male,27.0
13604,6 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,5567,Subscriber,1986,Male,26.0
13605,51 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5485,Customer,1996,Male,26.0
13606,51 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5364,Customer,1996,Male,29.0
13607,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5327,Subscriber,1980,Other,29.0
13608,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5240,Subscriber,1989,Male,27.0
13609,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5297,Subscriber,1990,Female,26.0
13610,13 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,1619,Subscriber,1992,Male,26.0
13611,10 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,4644,Subscriber,1992,Female,27.0
13612,22 minutes,22,Howard St at Beale St,285,Webster St at O'Farrell St,1181,Subscriber,1974,Female,26.0
13613,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5545,Subscriber,1985,Male,29.0
13614,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5400,Subscriber,1985,Male,26.0
13615,3 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,5357,Subscriber,1980,Male,27.0
13616,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5528,Subscriber,1987,Male,26.0
13617,9 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5288,Subscriber,1986,Male,27.0
13618,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5576,Subscriber,1997,Male,26.0
13619,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2016,Subscriber,1987,Male,29.0
13620,6 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4813,Subscriber,1979,Male,27.0
13621,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2481,Subscriber,1985,Male,29.0
13622,14 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5020,Subscriber,1989,Male,26.0
13623,11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2720,Subscriber,1980,Female,29.0
13624,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5386,Subscriber,1994,Male,27.0
13625,18 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,1888,Subscriber,1970,Male,27.0
13626,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4758,Subscriber,1986,Female,29.0
13627,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1594,Subscriber,1979,Male,27.0
13628,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4641,Subscriber,1981,Male,27.0
13629,22 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,5371,Subscriber,1987,Female,26.0
13630,9 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5105,Subscriber,1976,Male,26.0
13631,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5404,Subscriber,1974,Male,26.0
13632,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5045,Customer,1973,Male,26.0
13633,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5335,Customer,1984,Female,26.0
13634,20 minutes,5,Powell St BART Station (Market St at 5th St),25,Howard St at 2nd St,1073,Customer,1954,Male,26.0
13635,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5232,Subscriber,1985,Male,27.0
13636,13 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),6235,Subscriber,1990,Male,26.0
13637,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5348,Subscriber,1974,Male,26.0
13638,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4375,Subscriber,1984,Male,27.0
13639,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4945,Customer,1980,Male,27.0
13640,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3669,Subscriber,1973,Male,26.0
13641,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,3101,Subscriber,1990,Male,26.0
13642,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5098,Subscriber,1977,Female,29.0
13643,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4614,Customer,1978,Male,27.0
13644,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5335,Subscriber,1979,Male,26.0
13645,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),688,Subscriber,1975,Male,26.0
13646,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5045,Subscriber,1992,Female,26.0
13647,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,1664,Subscriber,1986,Male,27.0
13648,6 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5423,Subscriber,1990,Female,26.0
13649,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,5331,Subscriber,1981,Male,26.0
13650,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5141,Subscriber,1984,Female,27.0
13651,14 minutes,22,Howard St at Beale St,123,Folsom St at 19th St,5569,Subscriber,1980,Male,26.0
13652,12 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,5487,Customer,1981,Male,27.0
13653,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4998,Customer,1974,Male,26.0
13654,4 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),4653,Subscriber,1957,Male,26.0
13655,127 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,963,Subscriber,1986,Female,26.0
13656,7 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5386,Subscriber,1994,Male,27.0
13657,7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4770,Subscriber,1995,Male,29.0
13658,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2992,Subscriber,1977,Male,26.0
13659,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5045,Subscriber,1988,Female,26.0
13660,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5327,Subscriber,1956,Male,29.0
13661,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),17,Embarcadero BART Station (Beale St at Market St),5044,Subscriber,1992,Male,27.0
13662,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5315,Subscriber,1988,Male,26.0
13663,12 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2280,Subscriber,1971,Male,27.0
13664,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5304,Subscriber,1976,Female,29.0
13665,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5120,Subscriber,1975,Male,26.0
13666,7 minutes,81,Berry St at 4th St,126,Esprit Park,5283,Subscriber,1970,Female,27.0
13667,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5364,Subscriber,1984,Female,29.0
13668,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),118,Eureka Valley Recreation Center,5517,Subscriber,1980,Female,29.0
13669,22 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5005,Subscriber,1990,Female,27.0
13670,7 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5057,Subscriber,1988,Male,27.0
13671,8 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,5573,Customer,1996,Male,26.0
13672,13 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,4846,Subscriber,1993,Male,26.0
13673,17 minutes,16,Steuart St at Market St,109,17th St at Valencia St,5025,Subscriber,1993,Male,26.0
13674,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5464,Subscriber,1995,Female,27.0
13675,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4826,Subscriber,1981,Male,26.0
13676,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1515,Subscriber,1985,Male,27.0
13677,11 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5264,Subscriber,1963,Male,26.0
13678,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5276,Subscriber,1988,Male,27.0
