0,1,2,3,4,5,6,7,8,9,10,11
also,,,|accessdate=19,pins,ribbon,1995|url=http,management,correcting,,terms,
software,,,january,would,devices|ribbon=legion,//www.independent.co.uk/news/people/obituary-allen-coombs-1611270.html|accessdate=18,software,releasing,,exception,
release,,,2013,provide,merit,october,'',corrected,,handling.d,
life,,,example,cost,ribbon.svg,2012,enterprise,code,,cameron,
cycle,,,software,effective,border|width=106,citation|last=fensom|first=jim|title=harry,infrastructure,proposed,,p.,
independent,,,free,attack,|colspan=,fensom,software,changes,,faust,
software,,,personal,multifactor,'',obituary|date=8,'',software,,d.,
vendor,,,use,authentication,2,november,supports,nbsp,,lenkov,
list,,,check,=reverse,'',2010|url=https,enterprise,–,,m.,
software,,,pc,engineering,align=,//www.theguardian.com/theguardian/2010/nov/08/harry-fensom-obituary|accessdate=17,'s,bugs,,mehta,
software,,,vulnerable,military,'',october,software,well,,``,
asset,,,out-of-date,applications=,left,2012,systems,enhancement,,portable,
management,,,software,refimprove,'',file,examples,requests,,implementation,
portal,,,attempt,section|date=july,ribbon,eniac.jpg|thumb|left|eniac,include,even,,c++,
bar|software|free,,,update,2014,devices|number=0|type=oak|ribbon=meritorious,first,databases,entire,,exception,
software|information,,,malware,reverse,service,electronic,email,releases,,handling,
technology,,,authors,engineering,medal,turing-complete,servers,nbsp,,'',
references,,,target,often,ribbon.svg,device,network,–,,''proceedings,
reflist,,,software,used,border|width=106,performed,servers,commonly,,c++,
external,,,bug|bugs,people,|-,ballistics,'',tracked,,conference,
links,,,loopholes,order,|colspan=,trajectory,information,managed,,'',
sister,,,exploit,copy,'',calculations,worker,using,,august,
project,,,common,nations,2,united,software,bug,,1992,
links,,,method,technologies,'',states,'',tracking,,usenix,
wikt=software,,,exploitation,devices,align=,army,designed,systems,,typically,
commons=special,,,buffer,information,'',u.s.-built,workers,issue,,adds,
search/software,,,overrun,obtained,left,eniacjohn,departmental,tracking,,new,
b=,,,vulnerability,regular,'',presper,level,systems,,element,
n=,,,software,troops,ribbon,eckert,examples,items,,call,
s=,,,designed,fields,devices|number=0|type=oak|ribbon=presidential,jr.,include,added,,stack|stack,
v=computer,,,store,military,medal,john,time,may,,frame,
software,,,data,intelligence|intelligence,freedom,w.,management,called,,layout,
voy=,,,specified,operations,ribbon,mauchly,schedule,defects,,knows,
|q=no,,,region,often,.png,electronic,workplace,tickets,,handlers,
dmoz|computers/software,,,memory,used,border|width=106,numerical,|resource,issues,,available,
--,,,prevent,second,|colspan=,integrator,management,following,,function,
ref,,,data,world,'',computer,analytical,agile,,method,
name=,,,buffer,war,2,united,collaborative,development,,associated,
'',,,accommodate,cold,'',states,documentation,paradigm,,frame,
github,,,supplied,war,center,patent,tools,stories,,exception,
'',,,malware,well-known,ribbon,office,word,epics,,thrown,
--,,,may,examples,devices|ribbon=american,us,processors,categories,,pointer,
software,,,provide,wwii,campaign,patent,spreadsheets,may,,layout,
digital,,,data,later,medal,"3,120,606",email,objective,,directs,
distribution,,,overflows,include,ribbon.svg,filed,blog,subjective,,runtime,
platforms|state=collapsed,,,buffer,jerry,border|width=106,26,clients,combination,,appropriate,
authority,,,malicious,british,/center,june,personal,version,,handler,
control,,,executable,american,|colspan=,1947,information,number,,code,
category,,,code,forces,'',issued,system,area,,approach,
computing,,,data,noticed,2,4,individual,software,,compact,
category,,,end,germans,'',february,media,severity,,terms,
computer,,,payload,gasoline,center,1964,editors,priority,,space,
science,,,accessed,cans,ribbon,invalidated,may,well,,adds,
category,,,attacker,excellent,devices|ribbon=world,19,aid,type,,execution,
software|,,,legitimate,design,war,october,multiple,issue,,overhead,
,,,software,reverse-engineered,ii,1973,information,feature,,frame,
,,,determines,copies,victory,court,worker,request,,entry,
,,,insecure,cans,medal,ruling,tasks,bug,,exit,
,,,design,cans,ribbon.svg,''honeywell,'',severity,,commonly,
,,,user,popularly,border|width=106,v.,media,''severity,,used,
,,,error,known,/center,sperry,development,'',,many,
,,,early,``,|-,rand,software,impact,,ada,
,,,pcs,jerry,|colspan=,'','',bug,,implementations,
,,,booted,cans,'',electronic,generates,system,,example,
,,,floppy,'',2,numerical,print,operation,,complex,
,,,disks,panzerschreck,'',integrator,electronic,impact,,generation,
,,,built-in,germans,center,computer,media,may,,runtime,
,,,hard,captured,ribbon,first,others,data,,support,
,,,drives,american,devices|number=1|type=service-star|ribbon=national,electronic,consume,loss,,already,
,,,became,bazooka,defense,programmable,often,financial,,needed,
,,,common,world,service,computer,commercial,loss,,many,
,,,operating,war,medal,built,educational,goodwill,,language,
,,,system,ii,ribbon.svg,us,setting,wasted,,features,
,,,normally,reverse,border|width=106,although,produce,effort,,dynamic,
,,,started,engineered,/center,eniac,graphics,severity,,registration,
,,,possible,create,|colspan=,similar,publications,levels,,fairly,
,,,boot,larger,'',colossus,animations,standardized,,straightforward,
,,,another,panzerschreck,2,much,videos,impacts,,define,
,,,booting,tupolev,'',faster,'',differ,,amenable,
,,,boot,tu-4,center,flexible,product,across,,proof,
,,,devices,1944,ribbon,turing-complete,engineering,industry,,correctness.graham,
,,,ibm,three,devices|ribbon=armed,like,software,crash,,hutton,
,,,pc,american,forces,colossus,'',video,,joel,
,,,|boot,b-29,reserve,``,used,game,,wright,
,,,device,superfortress|b-29,medal,program,help,totally,,``,
,,,available,bombers,ribbon.svg,'',develop,different,,http,
,,,floppy,missions,border|width=106,eniac,large,impact,,//www.cs.nott.ac.uk/~gmh/exceptions.pdf,
,,,disk,japan,/center,defined,machines,crash,,compiling,
,,,cd-rom,forced,|colspan=,states,application,web,,exceptions,
,,,dvd-rom,land,'',patch,software,browser,,correctly,
,,,usb,soviet,2,cables,examples,real,,'',
,,,flash,union|ussr,'',switches,includes,time,,''proceedings,
,,,drive,soviets,center,far,computer-aided,monitoring,,7th,
,,,network,similar,ribbon,cry,design,system,,international,
,,,common,strategic,devices|ribbon=naval,stored,cad,example,,conference,
,,,configure,bomber,reserve,program,computer-aided,bug,,mathematics,
,,,computer,decided,medal,electronic,engineering,severity,,program,
,,,boot,copy,ribbon.svg,machines,cae,levels,,construction,
,,,one,b-29,border|width=106,came,integrated,might,,'',
,,,devices,within,/center,later,development,``,,2004.,
,,,available,three,class=,program,environments,crash,,second,
,,,normally,years,'',written,'',hang,,scheme,
,,,none,developed,wikitable,mechanically,entertainment,'',,one,
,,,would,tu-4,'',set,software,``,,implemented,
,,,available,near-perfect,top,machine,'',workaround,,many,
,,,user,copy,row,manual,refer,'',,production-quality,
,,,would,scr-584,|colspan=,resetting,video,meaning,,c++,
,,,intentionally,radar,'',plugs,games,way,,compilers,
,,,insert,copied,2,switches,movie,customer,,''table-driven,
,,,say,soviet,'',combined,recorders,accomplish,,'',
,,,cd,union|ussr,align=,high,players,given,,approach,
,,,optical,second,'',speed,music,task,,creates,
,,,drive,world,center,electronics,recorders,``,,static,
,,,boot,war,'',ability,players,workaround,,tables,
,,,computer,known,center,programmed,===utility,'',,compile,
,,,special,form,defense,many,programs===,meaning,,time,
,,,way,modifications,distinguished,complex,utility,user,,link,
,,,example,сцр-584,service,problems,software|utility,still,,time,
,,,install,бинокль-д,medal,could,programs,accomplish,,relate,
,,,operating,v-2,br,add,application,task,,ranges,
,,,system,rocket,1986,subtract,programs,``,,program,
,,,even,technical,/center,5000,designed,visual,,counter,
,,,without,documents,|colspan=,times,aid,defect,,program,
,,,booting,v2,'',second,system,'',,state,
,,,computers,related,2,thousand,administrators,example,,respect,
,,,configured,technologies,'',times,computer,missing,,exception,
,,,execute,captured,align=,faster,programmers,image,,handling,
,,,software,western,'',machine,===operating,displaced,,cite,
,,,media,allies,center,also,system===,button,,journal,
,,,soon,end,'',modules,see,form,,title=exception,
,,,become,war,center,multiply,also|operating,element,,handling,
,,,available,american,legion,divide,system,``,,–,
,,,e.g,side,merit,square,operating,documentation,,supporting,
,,,autorun,focused,br,root,system,error,,runtime,
,,,cd,reverse,1967,high,computer,'',,mechanism,
,,,usb,engineering,/center,speed,program,software,,last=lajoie,
,,,device,efforts,|colspan=,memory,acts,publishers,,first=,
,,,inserted,via,'',limited,intermediary,use,,josée,
,,,malicious,operation,2,20,user,qualified,,journal=c++,
,,,software,paperclip,'',words,computer,severities,,report,
,,,distributors,led,align=,80,computer,``,,volume=6,
,,,would,development,'',bytes,hardware,critical,,issue=3,
,,,trick,pgm-11,center,built,ref,'',,date=march–april,
,,,user,redstone,'',direction,name=,``,,1994,
,,,booting,rocket,center,john,'',high,,exception,
,,,running,cite,meritorious,mauchly,osc-overview,'',,thrown,
,,,infected,web|url=http,service,j.,'',``,,runtime,
,,,device,//www.centennialofflight.net/essay/dictionary/redstone/di149.htm,medal,presper,1950s,low,,system,
,,,medium,|title=redstone,united,eckert,programmer,'',,looks,
,,,example,rocket,states,university,also,``,,current,
,,,virus,|publisher=centennialofflight.net,|meritorious,pennsylvania,operator,blocker,,instruction,
,,,could,|accessdate=2010-04-27,service,eniac,would,'',,location,
,,,make,soviet,medal,'s,write,``,,tables,
,,,infected,side,br,development,program,trivial,,determines,
,,,computer,used,1980,construction,run,'',,handlers,
,,,add,captured,/center,lasted,it.,cite,,play,
,,,autorunnable,german,|-,1943,ref,web|url=http,,needs,
,,,code,engineers,2nd,full,name=,//www.bugzilla.org/docs/4.4/en/html/bug_page.html|title=5.3,,done,
,,,usb,reproduce,row,operation,'',anatomy,,approach,
,,,stick,technical,|colspan=,end,osc-ch1-p6,bug|work=bugzilla.org,,minimizes,
,,,plugged,documents,'',1945.,'',severity,,executive,
,,,anyone,plans,2,machine,program,bug,,overhead,
,,,attached,work,'',huge,finished,may,,case,
,,,stick,captured,align=,weighing,executing,separate,,exception,
,,,another,hardware,'',30,output,category,,thrown,
,,,computer,order,center,tons,may,priority,,happens,
,,,set,make,'',using,printed,fixing,,cost,
,,,autorun,clone,center,200,may,two,,space,
,,,usb,rocket,presidential,kilowatts,punched,may,,space,
,,,would,r-1,medal,electric,onto,quantified,,allocated,
,,,turn,missile,freedom,power,paper,managed,,read-only,
,,,become,|r-1,br,contained,tape,separately,,special-purpose,
,,,infected,thus,2016,"18,000",cards,priority,,data,
,,,also,began,posthumous,vacuum,later,''priority,,sections,
,,,pass,postwar,/center,tubes,processing.,'',,loaded,
,,,infection,soviet,|colspan=,"1,500",ref,controls,,relocated,
,,,way.,rocket,'',relays,name=,bug,,exception,
,,,ref,program,2,hundreds,'',falls,,actually,
,,,name=dodusb,led,'',thousands,osc-ch1-p6,list,,thrown.,
,,,cite,r-7,align=,resistors,'',planned,,ref,
,,,web|url=http,semyorka|r-7,'',capacitors,often,changes,,name=cppeh,
,,,//www.cnet.com/uk/news/usb-devices-spreading-viruses/|title=usb,beginning,center,inductors.,program,priority,,cite,
,,,devices,space,'',ref,work,decided,,journal,
,,,spreading,race,center,name=,ref,software,,title=optimizing,
,,,viruses|publisher=cbs,vympel,american,'',name=,producer,,away,
,,,interactive|work=cnet|accessdate=18,k-13|k-13/r-3s,campaign,eniac,'',priorities,,c++,
,,,february,missile,medal,'',sco-ch1-p11,sometimes,,exception,
,,,2015,nato,br,cite,'',numerical,,handling,
,,,generally,reporting,1944,web|url=http,cite,sometimes,,last=schilling,
,,,device,name,/center,//www.techiwarehouse.com/engine/a046ee08/generations-of-computer|title=generations,book,named,,first=jonathan,
,,,plugs,'',|colspan=,computer|publisher=techiwarehouse.com,last,``,,l.,
,,,usb,aa-2,'',=modern,tanenbaum,critical,,journal=sigplan,
,,,port,atoll,2,computers=,first,'',,notices,
,,,even,'','',concept,andrew,``,,volume=33,
,,,lights,soviet,align=,modern,s.,high,,issue=8,
,,,fans,reverse-engineered,'',computer,title,'',,date=august,
,,,speakers,copy,center,principle,structured,``,,1998,
,,,toys,aim-9,'',modern,computer,low,,pages=40–47,
,,,peripherals,sidewinder,center,computer,organization,'',,doi=10.1145/286385.286390,
,,,digital,made,world,proposed,third,``,,second,
,,,microscope,possible,war,alan,edition,deferred,,approach,
,,,used,taiwanese,ii,turing,publisher,'',,also,
,,,spread,aim-9b,victory,seminal,prentice,note,,superior,
,,,malware,hit,medal,1936,hall,may,,terms,
,,,devices,chinese,br,paper,year,similar,,achieving,
,,,infected,mig-17,1945,cite,1990,even,,thread,
,,,manufacturing,without,/center,journal|url=http,page,identical,,safety,
,,,supply,exploding,|-,//plms.oxfordjournals.org/cgi/reprint/s2-42/1/230|doi=10.1112/plms/s2-42.1.230|title=on,11,severity,,citation,
,,,quality,september,bottom,computable,isbn,ratings,,needed|date=september,
,,,control,1958,row,numbers,0-13-854662-2,looking,,2012,
,,,inadequate.,``,|colspan=,application,programmer,different,,definitional,
,,,ref,chinese,'',entscheidungsproblem|first=a,looked,software,,implementation,
,,,name=dodusb,air,2,m.|last=turing|journal=proceedings,console,producers,,schemes,
,,,form,force,'',london,lights,example,,proposed,
,,,infection,evolving,align=,mathematical,fiddled,priority,,well,
,,,largely,concepts,'',society|year=1937|series=2|volume=42|number=1|pages=230–265,console,1,,``,
,,,avoided,roles,center,''on,switches,bugs,,http,
,,,setting,capabilities,'',computable,less,may,,//software.intel.com/en-us/articles/how-to-implement-software-exception-handling/,
,,,computers,'',center,numbers,fortunate,always,,'',
,,,default,center,national,'',memory,fixed,,intel,
,,,boot,study,defense,turing,printout,next,,corporation,
,,,internal,chinese,service,proposed,made,release,,languages,
,,,hard,military,medal,simple,study.,``,,support,
,,,drive,affairs,br,device,ref,5,,metaprogramming,
,,,available,u.s,bronze,called,name=,'',,approaches,
,,,autorun,national,service,``,'',bugs,,involve,
,,,devices.,defense,star,universal,sco-ch1-p11,may,,overhead,
,,,ref,university,br,computing,'',never,,advanced.m,
,,,name=dodusb,press,1953,machine,1960s,fixed,,hof,
,,,intentional,pg,1966,'',programmers,industry,,h.,
,,,booting,277,/center,known,reduced,practice,,mössenböck,
,,,another,missile,|colspan=,universal,amount,employs,,p.,
,,,device,became,'',turing,wasted,inverted,,pirkelbauer,
,,,always,lodged,2,machine,time,scale,,``,
,,,possible,within,'',proved,automating,highest,,http,
,,,pressing,airframe,align=,machine,operator,priority,,//www.ssw.uni-linz.ac.at/research/papers/hof97b.html,
,,,certain,pilot,'',capable,'s,low,,zero-overhead,
,,,keys,returned,center,computing,job.,numbers,,exception,
,,,boot,base,'',anything,ref,0,,handling,
,,,older,russian,center,computable,name=,1,,using,
,,,email,scientists,armed,executing,'',larger,,metaprogramming,
,,,software,would,forces,instructions,sco-ch1-p11,numbers,,'',
,,,would,describe,reserve,program,'',indicate,,''proceedings,
,,,automatically,university,medal,stored,program,lower,,sofsem'97,
,,,open,course,br,tape,called,priority,,'',
,,,html,missile,two,allowing,''operating,relationship,,november,
,,,email,development,bronze,machine,system,priority,,1997,
,,,containing,bgm-71,hourglasses,programmable,'',severity,,''lecture,
,,,potentially,tow,br,fundamental,kept,severe,,notes,
,,,malicious,missile,1963,concept,computer,bugs,,computer,
,,,javascript,may,1973,turing,times.,may,,science,
,,,code,1975,1993,'s,ref,still,,1338,
,,,users,negotiations,/center,design,name=,high,,'',
,,,may,iran,|colspan=,stored,'',priority,,pp,
,,,also,hughes,'',program,sco-ch1-p11,example,,423-431,
,,,execute,missile,2,instructions,'',crash,,exception,
,,,disguised,systems,'',computing,originally,high,,handling,
,,,malicious,co-production,align=,stored,operating,severity,,based,
,,,email,tow,'',memory,systems,happens,,design,
,,,attachments,maverick,center,john,programmed,rarely,,contract,
,,,infected,missiles,'',von,assembly,may,,different,
,,,executable,stalled,center,neumann|von,language|assembly,low,,view,
,,,files,disagreements,naval,neumann,however,priority,,exceptions,
,,,supplied,pricing,reserve,acknowledged,modern,priority,,based,
,,,ways,structure,medal,central,operating,strictly,,principles,
,,,citation,subsequent,br,concept,systems,increasing,,design,
,,,needed|date=july,1979,1953,modern,typically,function,,contract,
,,,2013,revolution,/center,computer,written,probability,,supported,
,,,over-privileged,ending,/center,due,c,occurrence,,particular,
,,,users,plans,=other,paper,programming,severity,,eiffel,
,,,over-privileged,co-production,awards=,``,language,given,,programming,
,,,code,iran,1964,von,|c,probability,,language,
,,,main,later,hopper,neumann,===boot,p,,|eiffel,
,,,article|principle,successful,awarded,nbsp,program===,1,,language,
,,,least,reverse-engineering,society,...,stored-program,severity,,idea,
,,,privilege,missile,women,firmly,computer,defines,,provide,
,,,computing,currently,engineers,emphasized,requires,priority,,rigorous,
,,,privilege,producing,achievement,others,initial,p,,basis,
,,,computing,copy,award,sure,computer,0,,exception,
,,,|privilege,toophan,society,fundamental,program,severity,,handling,
,,,refers,china,’,conception,stored,irrelevant,,defining,
,,,much,intellectual,highest,owing,read-only,low,,precisely,
,,,user,property,honor,turing—insofar,memory,severity,,``,
,,,program,people,“,anticipated,booting|boot,bugs,,normal,
,,,allowed,'s,recognition,babbage,boot,may,,'',
,,,modify,republic,significant,lovelace,process,get,,``,
,,,system,china|reversed,contributions,others,identify,low,,abnormal,
,,,poorly,engineered,burgeoning,'',initialize,priority,,'',
,,,designed,many,computer,letter,aspects,regardless,,behavior,
,,,computer,examples,industry,stanley,system,probability,,specifically,
,,,systems,western,engineering,frankel,processor,occurrence,,approach,
,,,users,russian,manager,brian,registers,one,,based,
,,,programs,hardware,originator,randell,device,formula,,two,
,,,assigned,fighter,automatic,1972,driver|device,defining,,concepts,
,,,privileges,aircraft,programming,quoted,controllers,relationship,,'',
,,,malware,missiles,systems.,jack,volatile,math,,failure,
,,,take,hmmwv,”,copeland,memory|memory,p,,'',
,,,advantage,cars,cite,2004,contents.,p,,inability,
,,,two,second,web|url=http,''the,ref,b,,operation,
,,,ways,world,//philadelphia.swe.org/first-ladies.html|title=first,essential,name=,\lceil,,fulfill,
,,,malware,war,ladies,turing,'',kps,,contract,
,,,overprivileged,polish,1969,'',osc-ch2-p30,\rceil,,example,
,,,users,british,hopper,p22,'',/math,,addition,
,,,overprivileged,cryptographers,awarded,turing,cite,p,,may,
,,,code,studied,inaugural,machines,book,probability,,produce,
,,,systems,captured,association,day,last,severity,,arithmetic,
,,,allow,german,information,central,silberschatz,k,,overflow,
,,,users,cryptanalysis,technology,object,first,scaling,,fulfill,
,,,modify,enigma|,professionals|data,study,abraham,constant,,contract,
,,,internal,'',processing,theory,title,invert,,computing,
,,,structures,enigma,management,computation,operating,value,,good,
,,,users,'',association,except,system,b,,approximation,
,,,today,message,man,limitations,concepts,base,,mathematical,
,,,would,encryption,year,imposed,fourth,floor,,sum,
,,,considered,machines,award,finite,edition,ceiling,,routine,
,,,administrative,weaknesses,called,memory,publisher,functions|ceiling,,may,
,,,privileges|over-privileged,operation,distinguished,stores,addison-wesley,function,,fail,
,,,users,simulated,information,modern,year,limits,,meet,
,,,standard,electro-mechanical,sciences,computers,1994,domain,,postcondition,
,,,operating,devices,award,said,page,priority,,'',
,,,procedure,called,cite,turing-complete,30,integers,,exception,
,,,early,``,web|url=http,say,isbn,also,,'',
,,,microcomputer,bombes,//www.aitp.org/,algorithm,0-201-50480-4,assigns,,abnormal,
,,,home,'',disa|title=disa,execution,following,priority-b,,event,
,,,computer,tried,recipients,capability,initialization,almost,,occurring,
,,,systems,possible,association,equivalent,process,never,,execution,
,,,distinction,scrambler,information,universal,initial,occurring,,routine,
,,,''administrator,settings,technology,turing,computer,bugs,,routine,
,,,'',``,professionals|accessdate=june,machine,program,software,,``,
,,,''root,enigma,28,stored,loads,releases,,''recipient,
,,,'','',2016,programs,operating,common,,'',
,,,regular,machines,1971,file,system,practice,,'',
,,,user,help,annual,ssem,sets,release,,exception,
,,,system,break,grace,manchester,program,software,,execution,
,,,systems,coded,murray,museum,counter,known,,abnormal,
,,,system,messages,hopper,close,begin,low-priority,,event,
,,,administrator|non-administrator,sent,award|grace,up.jpg|right|thumb|250px|alt=three,normal,bugs,,results,
,,,users,germans,murray,tall,operations,big,,''failure,
,,,over-privileged,also,hopper,racks,===embedded,software,,'',
,,,design,second,award,containing,programs===,projects,,operation,
,,,sense,world,outstanding,electronic,file,maintain,,called,
,,,allowed,war,young,circuit,usb,two,,routine,
,,,modify,british,computer,boards|a,flash,lists,,``,
,,,internal,scientists,professionals,section,drive.jpg|thumb|230px|right|the,``,,safe,
,,,structures,analyzed,established,manchester,microcontroller,known,,exception,
,,,system,defeated,1971,small-scale,right,bugs,,handling,
,,,environments,battle,association,experimental,usb,'',,principle,
,,,users,beams|series,computing,machine,flash,–,,'',
,,,over-privileged,increasingly,machinery,first,drive,known,,introduced,
,,,inappropriately,sophisticated,1973,stored-program,controlled,software,,bertrand,
,,,granted,radio,first,computer,embedded,team,,meyer,
,,,administrator,navigation,american,early,firmware,told,,object-oriented,
,,,equivalent,systems,first,computing,independent,users,,software,
,,,status,used,woman,machines,host,citation,,construction,
,,,systems,german,nationality,fixed,computer,needed|date=july,,holds,
,,,allow,luftwaffe,made,programs,peripheral|hardware,2013,,two,
,,,code,perform,dfbcs|distinguished,changing,device,second,,meaningful,
,,,executed,guided,fellow,function,might,list,,ways,
,,,user,bombing,british,required,embedded,informs,,routine,
,,,access,missions,computer,re-wiring,firmware,users,,react,
,,,rights,night,society,re-structuring,control,bugs,,exception,
,,,user,british,1982,machine.,operation,fixed,,occurs,
,,,known,countermeasures,american,ref,firmware,specific,,failure,
,,,over-privileged,system,association,name=,used,release,,``,
,,,code,effective,university,'',computer,workarounds,,organized,
,,,also,cases,women,copeland2006,program,may,,panic,
,,,standard,german,achievement,'',rarely,offered,,'',
,,,operating,aircraft,award,proposal,never,releases,,routine,
,,,procedure,led,honorary,stored-program,expected,different,,fixes,
,,,early,signals,doctor,computer,change,kinds,,object,
,,,microcomputer,land,science,changed,program,bugs,,'s,
,,,home,raf,marquette,stored-program,must,sufficiently,,state,
,,,computer,bases,university,computer,lost,high,,re-establishing,
,,,systems,believing,cite,includes,power,priority,,invariant,
,,,malware,back,web|url=http,design,off.,may,,``,
,,,running,german,//www.marquette.edu/universityhonors/honorary_degrees_recipients_year.shtml,instruction,ref,warrant,,organized,
,,,over-privileged,territory,|title=honorary,set,name=,special,,'',
,,,code,overlap,degrees,store,'',release,,part,
,,,use,patent,university,memory,sco-ch1-p11,part,,fails,
,,,privilege,law=,honors,set,'',code,,panics,
,,,subvert,reverse,marquette,instructions,===microcode,containing,,triggering,
,,,system,engineering,university,computer,programs===,modules,,exception,
,,,almost,applies,|publisher=marquette.edu,program|program,main|microcode,fixes,,caller,
,,,currently,primarily,|accessdate=august,details,microcode,known,,abnormal,
,,,popular,gaining,19,computation,programs,''patch,,event,
,,,operating,understanding,2014,theoretical,control,computing,,ignored,
,,,systems,process,1985,basis,central,|patches,,retry,
,,,also,artifact,honorary,stored-program,processing,'',,routine,
,,,many,manner,doctor,computer,units,releases,,tries,
,,,script,construction,letters,laid,hardware,include,,algorithm,
,,,computing,use,western,alan,code,mixture,,usually,
,,,|scripting,internal,new,turing,moves,behavior,,changing,
,,,applications,processes,england,1936,data,changes,,values,
,,,allow,made,college,paper,processor,multiple,,next,
,,,code,clear,western,1945,register|registers,bug,,attempt,
,,,many,creator,new,turing,bus,fixes,,better,
,,,privileges,patent|patented,england,joined,computing,releases,,chance,
,,,usually,items,university,national,|buses,emphasize,,succeed,
,,,sense,reverse-engineered,cite,physical,arithmetic,bug,,particular,
,,,user,studied,web|url=http,laboratory,logic,fixes,,simply,
,,,executable|executes,since,//computer.org/computer-pioneers/hopper.html,united,units,known,,ignoring,
,,,code,essence,|title=computer,kingdom,functional,''maintenance,,exception,
,,,system,patent,pioners,|national,units,'',,permitted,
,,,allows,inventor,|publisher=computerhistory.org,physical,cpu,releases,,block,
,,,code,provides,|accessdate=may,laboratory,unlike,releases,,must,
,,,rights,detailed,17,began,conventional,emphasize,,either,
,,,user,public,2014,work,programs,feature,,retried,
,,,makes,disclosure,cite,developing,microcode,additions/changes,,successfully,
,,,users,return,web|url=http,electronic,usually,known,,complete,
,,,vulnerable,intellectual,//www1.wne.edu/assets/10/wne_history.pdf|title=western,stored-program,written,major,,propagate,
,,,malware,property,new,digital,even,releases,,exception,
,,,form,rights|receives,england,computer,visible,often,,caller,
,,,e-mail,legal,college,1945,end,names,,example,
,,,attachments,protection,university,report,users,distinguish,,expressed,
,,,may,invention,retrospective,``,systems,new,,eiffel,
,,,may,involved,1919-2011,proposed,usually,features,,syntax,
,,,disguised,however,|publisher=western,electronic,provided,old,,assumes,
,,,use,item,new,calculator,manufacturer,reasons,,routine,
,,,operating,produced,england,'',considered,software,,eiffel|send_fast,
,,,system,one,university,first,internal,publisher,,normally,
,,,homogeneity,patents,|accessdate=may,specification,device,opts,,better,
,,,vulnerability,could,21,device,==see,patch,,way,
,,,example,also,2014,john,also==,even,,send,
,,,computers,include,1986,von,automatic,fix,,message,
,,,computer,technology,upon,neumann,programming,particular,,may,
,,,network|network,patented,retirement,university,killer,bug,,fail,
,,,run,disclosed,received,pennsylvania,application,include,,triggering,
,,,operating,indeed,defense,also,software,deadline,,exception,
,,,system,one,distinguished,circulated,bug,must,,algorithm,
,,,upon,common,service,''first,==references==,met,,next,
,,,exploiting,motivation,medal,draft,reflist|30em,resources,,uses,
,,,one,reverse,1987,report,==further,insufficient,,eiffel|send_slow,
,,,one,engineering,first,edvac,reading==,fix,,fail,
,,,computer,determine,computer,'',cite,bugs,,less,
,,,worm|worm,whether,history,1945.,book,deadline,,often,
,,,exploit,competitor,museum,ref,last,cite,,eiffel|send_slow,
,,,ref,'s,fellow,name=,knuth,magazine|last=,,fails,
,,,name=,product,award,'',first,|first=,,routine,
,,,'',contains,recipient,stanf,donald,|title=the,,eiffel|send,
,,,ukan,patent,``,'',e.,next,,whole,
,,,'',infringements,contributions,file,title,generation,,fail,
,,,'',copyright,development,ferranti,art,1996,,causing,
,,,lncs,infringements,programming,mark,computer,lexicon,,caller,
,,,3786,legality,languages,1.jpg|220px|small|left|thumb|ferranti,programming,z,,get,
,,,–,=united,standardization,mark,volume,slipstream,,exception,
,,,key,states=,efforts,1,1,release|magazine=next,,source,
,,,factors,united,lifelong,c.,3rd,generation,,lang=eiffel,
,,,influencing,states,naval,1951.,edition,magazine,,send,
,,,worm,even,service,manchester,year,|next,,message,
,,,infection,artifact,``,small-scale,1997,generation|issue=15,,--,
,,,'',process,cite,experimental,publisher,|publisher=imagine,,send,
,,,u.,protected,web|url=http,machine,addison-wesley,media|date=march,,fast,
,,,kanlayasiri,trade,//www.computerhistory.org/fellowawards/hall/bios/grace,nicknamed,location,1996|page=41,,link,
,,,2006,secrets,hopper/,''baby,boston,bug,,possible,
,,,web,reverse-engineering,|title=grace,'',isbn,already,,otherwise,
,,,pdf,artifact,hopper,world,0-201-89683-4,fixed,,slow,
,,,http,process,computer,'s,cite,upcoming,,link,
,,,//www.springerlink.com/index/3x8582h43ww06440.pdf,often,history,first,book,release,,local,
,,,sl40-pdf,lawful,museum,stored-program,|last=knuth,high,,tried_fast,
,,,particular,long,fellow,computer,|first=donald,priority,,tried_slow,
,,,microsoft,legitimately,award,built,e.,changes,,boolean,
,,,windows,obtained,recipient,victoria,|title=the,required,,tried_fast,
,,,mac,https,|publisher=computerhistory.org,university,art,fix,,tried_slow,
,,,os,//www.asme.org/career-education/articles/management-professional-practice/trade-secrets-101,|accessdate=march,manchester,computer,bug,,true,
,,,x,``,30,frederic,programming,costly,,send_slow,
,,,large,trade,2015,calland,volume,affect,,else,
,,,share,secrets,1988,williams|frederic,2,many,,tried_fast,
,,,market,101,golden,c.,3rd,components,,true,
,,,exploited,'',gavel,williams,edition,requiring,,send_fast,
,,,vulnerability,feature,award,tom,|year=1997,major,,end,
,,,concentrating,article,toastmasters,kilburn,|publisher=addison-wesley,testing,,rescue,
,,,either,march,international,geoff,|location,activity,,tried_slow,
,,,operating,2011,convention,tootill,boston,may,,retry,
,,,system,asme,washington,ran,|isbn=0-201-89684-2,suspected,,end,
,,,could,retrieved,dc,first,cite,known,,end,
